0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
-30.176633210491108,-30.285275815962976,-30.016895542242114,-29.5963521749695,-31.514952057321008,-32.39866059676507,-32.600235886844395,-32.27865858689451,-31.811192882313364,-30.927281498188236,-31.805691830454673,-33.16991807703118,-33.99920644304292,-34.357709544164635,-34.07481325830025,-33.365831861269655,-31.91437607094999,-29.282569766563583,-28.57908465932112,-32.490437317197866,-34.122709294982116,-35.04142215958054,-31.953456909378026,-27.57556917099661,-29.211408288582113,-28.33052592680353,-30.20051449705607,-32.582496063225264,-34.203628037167384,-35.003213535752856,-30.81322339098485,-27.678822177547715,-27.92502512780203,-29.958444598449923,-32.095148784417916,-33.561552121832634,-34.29099495693107,-34.85350940702146,-33.369560593624755,-32.27686121944527,-32.10380940936923,-31.348780634245067,-32.33084133253577,-33.15521731642684,-33.95884557337719,-33.33005816260054,-33.28991684729499,-32.72080320402697,-31.835436513318385,-32.1799554769575,-32.53603419375737,-32.51385585374632
-2.8393285792691145,-1.8430620514132592,-18.75324215370384,-22.104239939387885,-2.2291084004150297,-2.5503930775790273,-3.90746580316209,-17.827459061043207,-24.796329170436618,-28.232947591011794,-3.103319711824811,-2.603119185367874,-1.9351619084606555,-3.3034706308266286,-26.305516890594195,-29.22538088212245,-32.866498953999226,-32.13337586965837,-1.3879990821017911,-2.602886189457066,-1.7623640155792737,-1.7511328206004606,-3.1494107497917607,-34.964423167426084,-34.6549414631839,-32.789609051206384,-2.759622501292911,-1.6977943850770654,-1.4079978682564651,-1.572873540671274,-3.1669435452615664,-34.23468271118004,-34.89273010336545,-33.088064035553714,-1.2567038717265104,-1.8886265380216067,-1.8720773085439149,-3.323673713163052,-31.70538167370293,-34.52133459813858,-33.78675283129809,-33.00201083388236,-1.5616062838114717,-2.3806498516505523,-2.5458712204771903,-25.53205813929767,-33.70069925706159,-33.03920256850597,-3.1300692287357577,-3.2864623783406257,-22.41156202075214,-29.355690052628557
15.760000228881836,-0.7200000286102295,1.5700000524520874,20.309999465942383,18.209999084472656,-14.369999885559082,1.4700000286102295,5.840000152587891,-4.5,18.780000686645508,18.209999084472656,-9.109999656677246,-23.510000228881836,-19.190000534057617,1.840000033378601,-30.270000457763672,11.3100004196167,18.209999084472656,19.90999984741211,7.630000114440918,11.789999961853027,7.840000152587891,8.859999656677246,5.059999942779541,8.930000305175781,17.489999771118164,19.920000076293945,14.329999923706055,15.539999961853027,-0.5299999713897705,6.110000133514404,14.25,15.229999542236328,17.139999389648438,18.020000457763672,8.520000457763672,-4.599999904632568,-3.6500000953674316,-2.75,1.0700000524520874,16.149999618530273,17.219999313354492,6.46999979019165,-8.399999618530273,-8.9399995803833,-3.1700000762939453,-2.4700000286102295,3.990000009536743,18.030000686645508,9.579999923706055,-2.5899999141693115,-1.2999999523162842
-22.019687845491884,-18.769249324046793,-3.8030808891937236,-0.4777486028807395,-31.4574101266952,-28.23016551164182,-23.382189524271173,-5.484251252329136,-2.3407781743067475,-1.2606474509563301,-31.95272080127051,-33.301972048480636,-33.03611501065848,-24.6322782887686,-6.324025741429341,-3.236700722120276,-0.9775796476152557,-2.281905621600675,-30.342347894106066,-32.10184014188115,-34.24554990052859,-34.45251842830587,-23.643292091582758,-2.6811748833711126,-2.3482688100736286,-1.3402377486960895,-30.3593949815886,-32.527387344398306,-34.31912750197998,-31.538214001134193,-21.111864957433063,-1.2636408302515365,-1.7677152759194024,-0.13570042595311793,-32.039960893826326,-33.715934006042346,-32.8592846360588,-25.269666751298065,-7.334850411192673,-3.7527862721365537,-1.2016588985817886,-1.4647282649560553,-31.97760757610503,-30.515359691354607,-23.73695309753055,-5.7067928297114925,-1.8018897976814228,-0.2906329788094626,-26.36374044098328,-16.436978945716987,-2.5598387706796166,-0.8345319911649728
-30.615510228106878,-30.598174057647068,-30.255645578459603,-29.605677280876975,-30.328805501012084,-22.16356057235408,-22.709363974888646,-22.439412606235678,-19.402293743613953,-27.23280990177046,-30.035084695407065,-20.137437461748824,-15.366877740186363,-15.179539195819034,-9.191282326853619,-11.070288708941858,-15.84239251712398,-23.3112508551083,-28.569360273193478,-26.27597251065481,-17.850012279853303,-6.786493307477599,-4.326763884416521,-5.5621077481389865,-5.5777733593654935,-21.277939522191275,-28.626603407617676,-25.78207267033707,-13.890174911151957,-5.832666206306195,-3.9731626820520045,-3.3565286031840094,-5.730101647815321,-22.41005895092831,-30.777058525426554,-19.61595672852966,-9.095720295782911,-6.158567991203878,-6.365671929450767,-9.40138691899157,-13.127190512906854,-23.46765762271899,-29.231083006240883,-18.681922155978178,-17.463340001349753,-19.72685887865428,-19.260986414705034,-23.82589739784716,-30.838262099864277,-30.283061657121007,-28.70435199000891,-31.04780884750763
21.744300238753734,20.55287461995324,21.760745659498237,21.72648781862907,20.138514659046162,19.00503024565654,19.03475338906699,19.374572578227543,17.977128358071347,20.469028220813808,15.533035559217131,16.294589999408352,16.199191768280404,17.34278252127984,17.705087827079613,17.39532717867831,18.807222839624558,19.96121828731562,21.254396575025194,17.56141488707756,15.287841494882095,16.594168922119305,16.405280068492324,16.670202471181952,16.894272425696897,18.97934022566634,21.634407634028243,18.574589653302397,17.186707489354482,16.07324819685858,15.638917762833081,16.12307351710446,16.659973525235568,17.560765601164835,16.12498857253305,17.395161834798564,16.85130456002183,16.30050691871036,16.213669151309027,16.787412235935346,17.506369209889435,17.254694758973955,18.965101914669585,17.391611956115096,16.863834429646268,16.960937438715504,16.2754057931806,18.10809466612738,19.348317528225262,17.738627854530662,18.50681195827827,18.86664995897917
21.81999969482422,9.949999809265137,-27.600000381469727,-27.100000381469727,20.420000076293945,19.229999542236328,18.969999313354492,0.33000001311302185,15.34000015258789,18.989999771118164,-29.549999237060547,18.15999984741211,17.850000381469727,17.479999542236328,15.859999656677246,18.15999984741211,15.949999809265137,11.600000381469727,-27.760000228881836,-29.489999771118164,14.640000343322754,16.760000228881836,16.489999771118164,15.390000343322754,17.299999237060547,1.6100000143051147,10.079999923706055,18.469999313354492,17.270000457763672,16.450000762939453,16.100000381469727,13.829999923706055,16.860000610351562,18.540000915527344,19.670000076293945,17.540000915527344,16.920000076293945,16.43000030517578,16.5,6.630000114440918,17.65999984741211,18.59000015258789,19.06999969482422,17.549999237060547,17.31999969482422,17.399999618530273,17.540000915527344,18.510000228881836,19.540000915527344,18.770000457763672,15.869999885559082,18.950000762939453
-6.437667275296253,-5.8283609105971586,-6.747381870923768,-5.59923079429411,-6.144129645368276,-5.33427080706001,-7.368660071604314,-6.303397221565664,-5.332794714851669,-5.410478539203737,-9.861333848459457,-5.908470932163013,-5.7206216908817105,-10.779034890115375,-11.395156409584164,-8.025289885353617,-4.548393858183743,-4.0120030782211105,-12.26679057235333,-11.875449930627552,-10.91408698298891,-15.533148792605736,-33.270394727158696,-31.786465575143573,-30.936068903651172,-3.3808663178938696,-15.37203051758149,-16.030040472885126,-22.184015096843282,-25.12201146367215,-34.49614536934203,-28.18482979583309,-25.293961603861344,-3.032096690997054,-16.525518286023633,-15.638580251832824,-19.420667716127628,-24.304891238956554,-21.800605202185032,-8.786657286293645,-4.370818992634647,-3.650531416458957,-11.642081995482556,-9.283063216504496,-10.158418641249584,-6.40096955765702,-3.5327631483715165,-3.7902114932482913,-7.751078359595821,-5.983555826980118,-3.907745180876978,-4.235547494043746
20.360000610351562,20.15999984741211,20.579999923706055,21.15999984741211,5.309999942779541,-5.889999866485596,-2.8299999237060547,15.199999809265137,18.559999465942383,19.489999771118164,18.969999313354492,11.449999809265137,-12.5,-6.010000228881836,6.389999866485596,6.619999885559082,2.440000057220459,9.239999771118164,20.56999969482422,17.770000457763672,13.25,-9.0600004196167,-5.440000057220459,15.15999984741211,14.199999809265137,2.380000114440918,20.479999542236328,13.920000076293945,10.039999961853027,-10.109999656677246,4.440000057220459,14.880000114440918,15.630000114440918,17.530000686645508,18.350000381469727,-9.59000015258789,-0.7099999785423279,5.670000076293945,5.909999847412109,-10.020000457763672,7.320000171661377,17.579999923706055,-5.420000076293945,-1.2699999809265137,16.110000610351562,16.200000762939453,-3.940000057220459,4.659999847412109,18.5,17.940000534057617,17.75,17.8700008392334
-28.61222140720677,-26.671086079354495,-21.50103859039302,-19.367610243390725,-30.963477369435225,-31.12052947189315,-30.78348950739344,-29.989194932483073,-24.344474652402486,-18.39226744336299,-31.309479234828252,-32.73129395520124,-33.201360637761404,-33.90818175504163,-33.48020644615752,-29.455430907417412,-20.109589154786736,-7.375711191863437,-28.527023938973933,-31.92201509106822,-33.71464559573713,-34.320585276960166,-33.72779570467539,-27.225383428953926,-32.87150773133707,-4.872742417626035,-11.373835284254731,-6.528504307998268,-3.2777666486061765,-3.6552096893296198,-1.8828643371492295,-1.5793758217238707,-2.4731057560686716,-3.1386236109423864,-3.174918663014838,-2.0039766413689892,-1.2889938892387693,-2.7744235563943738,-2.459534633904016,-1.4498161779073089,-2.44950378363451,-2.655925553897337,-0.939340200236359,-2.520588869821535,-2.716408188588152,-2.386852271377966,-1.8810160398677063,-1.1077408149359735,-2.3269973649248707,-2.835250610911398,-2.4776476303692285,-1.6931214403594805
